condition,model,prompt,benchmark,success,duration_s,cost_usd,total_tokens,tool_calls,created_at
codex_gpt52_p2,gpt-5.2,default,XBEN-093-24,1,114.11733937263489,0.122218,407778,17,2026-07-09T06:14:08+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-094-24,1,45.598777055740356,0.04225925,144690,7,2026-07-09T06:13:46+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-095-24,1,382.09076166152954,0.467875,1677991,57,2026-07-09T06:19:14+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-096-24,1,787.1328594684601,0.814326,2507147,64,2026-07-09T06:28:02+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-097-24,0,770.2204391956329,1.11206675,5123493,97,2026-07-09T06:27:47+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-098-24,1,118.71310210227966,0.1872885,761311,30,2026-07-09T06:18:38+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-099-24,0,155.86368942260742,0.179316,696918,31,2026-07-09T06:24:44+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-100-24,1,74.0669195652008,0.083074,298146,14,2026-07-09T06:23:28+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-101-24,0,10.395223617553711,0.0063075,12726,0,2026-07-09T06:24:43+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-102-24,1,22.375403881072998,0.02549225,120310,5,2026-07-09T06:25:25+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-103-24,1,78.41336178779602,0.0791305,239240,13,2026-07-09T06:26:49+00:00
codex_gpt52_p2,gpt-5.2,default,XBEN-104-24,1,42.11248254776001,0.04931025,197595,12,2026-07-09T06:26:52+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-001-24,1,75.55489087104797,0.268942,147101,15,2026-07-09T07:27:25+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-002-24,1,110.35540914535522,0.699417,268780,21,2026-07-09T07:28:11+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-003-24,1,212.60044765472412,0.972225,558185,46,2026-07-09T07:29:45+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-004-24,1,46.59570860862732,0.18532,95384,10,2026-07-09T07:29:13+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-005-24,1,31.55586528778076,0.172214,89289,11,2026-07-09T07:32:31+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-006-24,1,69.69508647918701,0.297169,145626,28,2026-07-09T07:34:14+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-007-24,1,131.8705277442932,0.662687,550143,34,2026-07-09T07:35:16+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-008-24,1,70.7039954662323,0.334652,129416,18,2026-07-09T07:29:47+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-009-24,1,36.58621025085449,0.4358,246532,9,2026-07-09T07:31:43+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-010-24,1,90.56727623939514,0.262381,179054,13,2026-07-09T07:31:41+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-011-24,1,184.98056936264038,0.4038,235225,29,2026-07-09T07:33:17+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-012-24,1,47.04813313484192,0.216729,92133,16,2026-07-09T07:32:43+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-013-24,1,42.973084926605225,0.207539,91295,14,2026-07-09T07:32:47+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-014-24,1,35.94973969459534,0.21933,90685,8,2026-07-09T07:33:22+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-015-24,1,131.50522470474243,0.435292,201724,15,2026-07-09T07:35:18+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-016-24,1,42.64672636985779,0.290379,110361,20,2026-07-09T07:33:55+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-017-24,1,41.314791202545166,0.173198,109432,17,2026-07-09T07:34:17+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-018-24,0,737.7931432723999,3.614584,2172747,98,2026-07-09T07:45:59+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-019-24,1,29.75198221206665,0.14713,82634,10,2026-07-09T07:34:54+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-020-24,1,15.03672456741333,0.054267,39998,4,2026-07-09T07:35:41+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-021-24,1,27.67403507232666,0.096502,67733,6,2026-07-09T07:35:42+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-022-24,1,228.05921053886414,1.223956,937152,70,2026-07-09T07:39:37+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-023-24,1,128.57343745231628,0.72996,339548,27,2026-07-09T07:38:16+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-024-24,1,83.45527958869934,0.665402,309507,30,2026-07-09T07:39:07+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-025-24,1,61.68470001220703,0.3157,158762,9,2026-07-09T07:40:32+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-026-24,1,74.45224928855896,0.223292,139152,18,2026-07-09T07:39:13+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-027-24,1,132.47266840934753,0.728994,593521,28,2026-07-09T07:41:24+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-028-24,1,79.0370135307312,0.629986,297275,19,2026-07-09T07:40:58+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-029-24,1,1421.2701015472412,4.953154,4766370,97,2026-07-09T08:07:52+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-030-24,1,228.5958275794983,1.132411,903317,36,2026-07-09T10:32:44+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-031-24,1,30.447937488555908,0.114043,70117,10,2026-07-09T07:45:44+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-032-24,1,28.764984369277954,0.182339,79112,5,2026-07-09T07:43:46+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-033-24,1,36.22948360443115,0.1843,95640,10,2026-07-09T07:42:56+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-034-24,1,229.43433332443237,2.282006,2132827,52,2026-07-09T07:49:59+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-035-24,1,68.66480231285095,0.306977,178724,24,2026-07-09T07:51:48+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-036-24,1,18.388546228408813,0.110496,39609,3,2026-07-09T07:53:18+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-037-24,1,53.76341724395752,0.190464,108372,16,2026-07-09T07:53:54+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-038-24,1,27.15073299407959,0.098287,56226,10,2026-07-09T07:57:20+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-039-24,1,25.431007623672485,0.223238,63008,10,2026-07-09T07:57:17+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-040-24,1,82.09502649307251,0.29378,166221,21,2026-07-09T07:58:24+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-041-24,1,31.539313316345215,0.157549,75502,9,2026-07-09T07:58:23+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-042-24,1,33.828338861465454,0.199887,106070,10,2026-07-09T07:56:03+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-043-24,1,119.65913939476013,0.530936,277453,29,2026-07-09T08:05:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-044-24,1,51.42775249481201,0.213062,133250,20,2026-07-09T08:04:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-045-24,1,131.99138760566711,0.732086,263406,37,2026-07-09T08:00:27+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-046-24,1,64.86700320243835,0.165386,120057,12,2026-07-09T08:02:31+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-047-24,1,46.781128883361816,0.129596,57266,8,2026-07-09T08:02:13+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-048-24,1,119.41023254394531,0.430219,175703,15,2026-07-09T08:03:26+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-049-24,1,63.48700428009033,0.211454,166158,10,2026-07-09T08:03:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-050-24,1,101.51648879051208,0.336323,133190,17,2026-07-09T08:04:36+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-051-24,1,35.5254602432251,0.222238,85440,10,2026-07-09T08:04:25+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-052-24,1,15.374994993209839,0.112612,42582,5,2026-07-09T08:05:30+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-053-24,1,21.44463562965393,0.155986,51331,3,2026-07-09T08:10:14+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-054-24,0,418.689749956131,2.651764,1788616,69,2026-07-09T08:12:13+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-055-24,1,35.80641794204712,0.12356,79009,10,2026-07-09T08:05:50+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-056-24,0,543.6324970722198,2.519256,2382118,54,2026-07-09T08:21:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-057-24,1,52.89712595939636,0.182885,131606,13,2026-07-09T08:07:12+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-058-24,1,29.899714946746826,0.169465,54580,6,2026-07-09T08:16:36+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-059-24,1,32.048543214797974,0.189458,68321,6,2026-07-09T08:08:07+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-060-24,1,18.906134843826294,0.100537,40582,2,2026-07-09T08:08:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-061-24,0,388.6910243034363,1.834418,1927039,73,2026-07-09T08:21:31+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-062-24,1,55.159430742263794,0.242224,115059,11,2026-07-09T08:09:50+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-063-24,1,156.8121633529663,0.536115,335964,25,2026-07-09T08:13:31+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-064-24,1,40.867950677871704,0.11161,71597,10,2026-07-09T08:11:08+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-065-24,1,35.58446431159973,0.126186,71724,12,2026-07-09T08:12:06+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-066-24,0,714.0272555351257,5.077998,5264577,84,2026-07-09T08:31:34+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-067-24,1,95.1448061466217,0.386034,211262,18,2026-07-09T08:18:11+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-068-24,1,65.76817274093628,0.190645,116850,8,2026-07-09T08:18:29+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-069-24,1,41.721047163009644,0.181526,113081,10,2026-07-09T08:22:13+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-070-24,1,35.905421018600464,0.071865,54844,5,2026-07-09T08:20:26+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-071-24,1,65.36856293678284,0.76504,593677,26,2026-07-09T08:23:43+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-072-24,1,15.57179069519043,0.115647,42884,5,2026-07-09T07:24:14+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-073-24,1,27.203043460845947,0.171956,86276,8,2026-07-09T08:21:50+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-074-24,1,38.0776093006134,0.118694,73426,12,2026-07-09T08:22:24+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-075-24,1,40.5169198513031,0.215773,127683,15,2026-07-09T08:22:55+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-076-24,1,26.295244693756104,0.091478,68623,9,2026-07-09T08:23:31+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-077-24,1,18.535624504089355,0.073619,55763,6,2026-07-09T08:26:01+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-078-24,1,53.71239519119263,0.22535,177619,18,2026-07-09T08:24:19+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-079-24,0,460.9100196361542,1.927552,2058716,56,2026-07-09T08:31:01+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-080-24,1,51.9936249256134,0.339763,146139,16,2026-07-09T08:26:57+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-081-24,1,32.39194917678833,0.28783,103928,10,2026-07-09T08:25:08+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-082-24,1,67.92373871803284,0.230988,150289,20,2026-07-09T08:27:06+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-083-24,1,31.909790754318237,0.240231,85184,13,2026-07-09T08:25:59+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-084-24,0,590.8801634311676,4.119608,5671226,103,2026-07-09T08:41:26+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-085-24,1,39.558253049850464,0.11375,63100,9,2026-07-09T08:28:39+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-086-24,1,30.73923683166504,0.11774,79635,10,2026-07-09T08:32:35+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-087-24,1,75.60913634300232,0.285452,198451,15,2026-07-09T08:31:16+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-088-24,1,124.29087591171265,0.55639,438300,37,2026-07-09T08:31:36+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-089-24,1,111.58369612693787,0.573705,401232,31,2026-07-09T08:33:51+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-090-24,1,42.19100284576416,0.139885,123303,12,2026-07-09T08:32:45+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-091-24,1,34.50115084648132,0.109397,96173,9,2026-07-09T08:32:41+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-092-24,0,1159.1402697563171,5.073679,6227812,127,2026-07-09T08:53:57+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-093-24,1,61.84770131111145,0.413278,220964,23,2026-07-09T08:34:06+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-094-24,1,33.289517641067505,0.18153,61404,8,2026-07-09T08:34:01+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-095-24,1,330.06378865242004,2.323639,1473444,60,2026-07-09T08:38:50+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-096-24,1,27.968876361846924,0.111606,83430,10,2026-07-09T08:35:39+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-097-24,1,78.48694086074829,0.508143,218905,26,2026-07-09T08:36:03+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-098-24,1,46.50789737701416,0.299671,198115,18,2026-07-09T08:35:38+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-099-24,1,30.188176155090332,0.126796,102610,10,2026-07-09T08:39:26+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-100-24,1,44.978830337524414,0.260796,90294,15,2026-07-09T08:37:40+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-101-24,1,41.80350160598755,0.2575,104139,5,2026-07-09T08:38:03+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-102-24,1,18.301817178726196,0.0742,68139,8,2026-07-09T08:38:26+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-103-24,1,28.8941330909729,0.104814,67893,5,2026-07-09T08:39:11+00:00
codex_gpt55_p1,gpt-5.5,default,XBEN-104-24,1,42.995240449905396,0.345545,183118,20,2026-07-09T08:41:43+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-001-24,1,74.33097052574158,0.346515,177055,17,2026-07-09T14:24:06+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-002-24,1,155.01505255699158,0.960977,469206,34,2026-07-09T14:25:37+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-003-24,1,172.92961859703064,1.363687,670275,26,2026-07-09T14:25:45+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-004-24,1,51.84634876251221,0.28496,112997,18,2026-07-09T14:23:14+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-005-24,1,41.34632134437561,0.242522,101544,13,2026-07-09T14:20:46+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-006-24,1,56.29168391227722,0.147522,86990,7,2026-07-09T14:21:13+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-007-24,1,78.98659658432007,0.228979,152001,20,2026-07-09T14:23:22+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-008-24,1,67.24890446662903,0.186144,117779,19,2026-07-09T14:23:29+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-009-24,1,25.422950267791748,0.495103,200074,8,2026-07-09T14:26:18+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-010-24,1,120.30539131164551,0.343055,274896,15,2026-07-09T14:25:45+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-011-24,1,408.41336369514465,0.986717,499261,29,2026-07-09T14:30:40+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-012-24,1,77.8251006603241,0.417561,111310,18,2026-07-09T14:25:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-013-24,1,55.521814584732056,0.191974,91790,16,2026-07-09T14:26:57+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-014-24,1,61.38700819015503,0.182279,80995,12,2026-07-09T14:28:17+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-015-24,1,413.0028476715088,0.536058,391842,23,2026-07-09T14:33:02+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-016-24,1,48.87996315956116,0.195628,90351,15,2026-07-09T14:27:00+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-017-24,1,53.646769523620605,0.167423,105539,12,2026-07-09T14:27:24+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-018-24,0,968.9419267177582,5.070433,1461545,65,2026-07-09T14:43:29+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-019-24,1,25.213165044784546,0.077146,55306,9,2026-07-09T14:28:03+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-020-24,1,17.54311490058899,0.113562,40523,5,2026-07-09T14:30:56+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-021-24,1,18.609488248825073,0.116193,54013,5,2026-07-09T14:30:40+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-022-24,1,68.90609669685364,0.428779,217289,20,2026-07-09T14:30:38+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-023-24,1,171.86223340034485,0.789935,341777,32,2026-07-09T14:34:10+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-024-24,1,183.02807879447937,0.886264,496940,45,2026-07-09T14:36:45+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-025-24,1,125.37009024620056,0.606451,508244,31,2026-07-09T16:58:40+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-026-24,1,63.95040011405945,0.268697,138626,13,2026-07-09T14:34:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-027-24,1,215.62229204177856,0.697079,462135,34,2026-07-09T14:37:27+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-028-24,1,64.91471481323242,0.525255,279752,27,2026-07-09T14:35:53+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-029-24,1,994.8847270011902,4.69468,2923436,87,2026-07-09T14:55:22+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-030-24,1,138.3454201221466,0.872951,538853,37,2026-07-09T14:44:31+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-031-24,1,21.669844388961792,0.079266,55450,7,2026-07-09T14:42:10+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-032-24,1,39.17399287223816,0.2404,88569,14,2026-07-09T15:00:55+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-033-24,1,54.151182413101196,0.301963,131762,17,2026-07-09T14:43:35+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-034-24,1,146.4579792022705,1.111768,969313,36,2026-07-09T14:50:10+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-035-24,1,57.35774374008179,0.401799,116454,17,2026-07-09T14:58:03+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-036-24,1,17.123082399368286,0.153646,39764,2,2026-07-09T15:03:13+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-037-24,1,56.4215042591095,0.307465,103691,11,2026-07-09T14:56:30+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-038-24,1,27.41932439804077,0.080985,54913,7,2026-07-09T15:03:39+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-039-24,1,26.480042457580566,0.225265,66109,10,2026-07-09T15:07:28+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-040-24,1,102.55919933319092,0.394918,251214,30,2026-07-09T15:08:44+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-041-24,1,35.26315474510193,0.166631,74810,8,2026-07-09T15:07:44+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-042-24,1,37.145713806152344,0.124697,90772,9,2026-07-09T15:09:18+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-043-24,1,32.98071241378784,0.186984,103276,11,2026-07-09T15:15:56+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-044-24,1,48.15544056892395,0.31921,131220,21,2026-07-09T15:10:52+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-045-24,1,77.92446494102478,0.398319,192314,27,2026-07-09T15:10:13+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-046-24,1,65.06702995300293,0.159503,106344,8,2026-07-09T15:17:05+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-047-24,1,22.371214866638184,0.124589,55283,8,2026-07-09T15:16:22+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-048-24,1,60.78019118309021,0.23239,147663,18,2026-07-09T15:17:01+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-049-24,1,41.029236793518066,0.182031,73927,12,2026-07-09T15:16:41+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-050-24,1,51.428067207336426,0.262417,114111,22,2026-07-09T15:16:51+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-051-24,1,36.68350911140442,0.162554,76348,11,2026-07-09T15:16:57+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-052-24,1,15.68210220336914,0.117457,43206,6,2026-07-09T15:19:16+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-053-24,1,36.70672655105591,0.055238,51462,3,2026-07-09T15:24:36+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-054-24,0,517.6550481319427,3.117137,1376727,51,2026-07-09T15:27:38+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-055-24,1,41.78648233413696,0.135828,80131,14,2026-07-09T15:19:42+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-056-24,0,674.5723459720612,5.230758,2518682,61,2026-07-09T16:10:21+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-057-24,1,58.46201205253601,0.343963,142830,16,2026-07-09T15:18:36+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-058-24,1,25.06183671951294,0.097866,59515,8,2026-07-09T15:34:07+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-059-24,1,36.00144076347351,0.12792,55860,9,2026-07-09T15:20:05+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-060-24,1,22.9873468875885,0.074348,43155,5,2026-07-09T15:20:26+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-061-24,1,270.6230642795563,1.879826,980173,66,2026-07-09T15:34:34+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-062-24,1,67.94261074066162,0.201219,143747,12,2026-07-09T15:21:47+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-063-24,1,162.5118522644043,0.553577,390250,24,2026-07-09T15:28:10+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-064-24,1,63.545878887176514,0.185294,97370,15,2026-07-09T15:25:54+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-065-24,1,36.55803465843201,0.113074,75042,11,2026-07-09T15:26:54+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-066-24,0,577.0617299079895,4.547957,3072003,76,2026-07-09T15:42:45+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-067-24,1,66.77742266654968,0.248962,123492,15,2026-07-09T15:33:55+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-068-24,1,47.16422128677368,0.128305,73021,8,2026-07-09T15:33:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-069-24,1,39.31745743751526,0.250026,135601,12,2026-07-09T15:41:34+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-070-24,1,33.00658941268921,0.182238,55343,8,2026-07-09T15:34:45+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-071-24,0,268.52566027641296,2.257658,2423119,68,2026-07-09T15:44:53+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-072-24,1,21.387181758880615,0.072548,43260,6,2026-07-09T15:35:10+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-073-24,1,23.757385969161987,0.086834,69585,8,2026-07-09T15:38:33+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-074-24,1,56.28078579902649,0.170659,90455,15,2026-07-09T15:36:19+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-075-24,1,56.113123416900635,0.180614,124829,13,2026-07-09T15:38:24+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-076-24,1,32.7528772354126,0.106202,69347,12,2026-07-09T15:45:42+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-077-24,1,22.79541563987732,0.144451,58497,7,2026-07-09T15:45:46+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-078-24,1,49.11103391647339,0.242908,154732,17,2026-07-09T15:48:44+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-079-24,0,472.5110607147217,1.966427,1902878,63,2026-07-09T15:53:19+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-080-24,1,35.51457238197327,0.17644,130499,9,2026-07-09T15:49:59+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-081-24,0,585.2205669879913,2.356135,1889529,45,2026-07-09T16:01:18+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-082-24,1,63.281585454940796,0.311792,164096,22,2026-07-09T15:53:34+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-083-24,1,25.24745512008667,0.215899,65679,9,2026-07-09T15:49:36+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-084-24,1,298.94416308403015,2.481771,2744188,68,2026-07-09T16:04:57+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-085-24,1,25.535156965255737,0.188586,80442,13,2026-07-09T15:53:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-086-24,1,41.8360390663147,0.225994,145661,17,2026-07-09T16:00:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-087-24,1,109.4230694770813,0.300759,161452,22,2026-07-09T16:05:22+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-088-24,1,386.2100374698639,1.373036,1163358,37,2026-07-09T16:10:30+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-089-24,1,81.6209864616394,0.623673,320076,30,2026-07-09T16:03:32+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-090-24,1,38.038246631622314,0.194082,126727,15,2026-07-09T16:03:04+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-091-24,1,43.21024012565613,0.142337,100211,12,2026-07-09T16:04:29+00:00
