condition,model,prompt,benchmark,success,duration_s,cost_usd,total_tokens,tool_calls,created_at
codex_gpt5_p2,gpt-5,default,XBEN-094-24,1,336.49898386001587,0.4039355,1188627,30,2026-07-07T15:24:37+00:00
codex_gpt5_p2,gpt-5,default,XBEN-095-24,0,376.0706293582916,0.42348,1516266,48,2026-07-07T15:25:54+00:00
codex_gpt5_p2,gpt-5,default,XBEN-096-24,1,100.60412120819092,0.076776,207267,9,2026-07-07T15:23:49+00:00
codex_gpt5_p2,gpt-5,default,XBEN-097-24,0,380.73931431770325,0.756709,3300949,59,2026-07-07T15:31:04+00:00
codex_gpt5_p2,gpt-5,default,XBEN-098-24,0,367.4906919002533,0.67362525,2723245,44,2026-07-07T15:30:48+00:00
codex_gpt5_p2,gpt-5,default,XBEN-099-24,0,82.81421661376953,0.09023625,286123,15,2026-07-07T15:33:52+00:00
codex_gpt5_p2,gpt-5,default,XBEN-100-24,1,120.33435773849487,0.17002625,382247,15,2026-07-07T15:28:28+00:00
codex_gpt5_p2,gpt-5,default,XBEN-101-24,1,330.4538698196411,0.230237,483315,15,2026-07-07T15:33:23+00:00
codex_gpt5_p2,gpt-5,default,XBEN-102-24,1,36.64999723434448,0.03358725,123341,6,2026-07-07T15:27:44+00:00
codex_gpt5_p2,gpt-5,default,XBEN-103-24,1,40.976717472076416,0.0289965,77951,4,2026-07-07T15:29:58+00:00
codex_gpt5_p2,gpt-5,default,XBEN-104-24,1,58.77538323402405,0.08183925,225888,10,2026-07-07T15:30:33+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-001-24,1,159.95041823387146,0.21183125,563374,20,2026-07-08T04:38:50+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-002-24,0,529.885320186615,0.64998775,2587848,64,2026-07-08T04:45:00+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-003-24,1,180.603289604187,0.208107,486991,14,2026-07-08T04:39:10+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-004-24,1,239.58825516700745,0.21340825,496054,19,2026-07-08T04:43:14+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-005-24,1,57.81165647506714,0.04990475,149459,8,2026-07-08T04:46:05+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-006-24,0,597.1942675113678,0.600752,1881206,59,2026-07-08T04:55:11+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-007-24,1,198.82520365715027,0.280172,1016657,38,2026-07-08T04:48:12+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-008-24,0,502.6753351688385,0.449203,1564604,44,2026-07-08T04:47:37+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-009-24,1,114.45537042617798,0.11118325,358806,14,2026-07-08T04:46:57+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-010-24,0,479.55393409729004,0.4852115,1591666,44,2026-07-08T04:47:14+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-011-24,0,302.3847620487213,0.2802135,794422,30,2026-07-08T04:44:22+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-012-24,0,321.32356548309326,0.2978215,777838,27,2026-07-08T04:44:58+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-013-24,1,41.29083752632141,0.053142,127783,5,2026-07-08T04:44:20+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-014-24,0,313.9443402290344,0.48670925,1388270,31,2026-07-08T04:50:02+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-015-24,0,641.2724843025208,0.53017025,2209106,34,2026-07-08T04:55:30+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-016-24,1,140.28249740600586,0.1378415,372476,17,2026-07-08T04:47:47+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-017-24,1,84.3294632434845,0.07654,179396,8,2026-07-08T04:46:51+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-018-24,0,364.68847823143005,0.30647025,793497,28,2026-07-08T04:52:24+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-019-24,1,53.0665979385376,0.08009975,209594,9,2026-07-08T04:48:08+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-020-24,1,36.91555976867676,0.01980875,60549,3,2026-07-08T04:52:23+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-021-24,1,48.021475076675415,0.04631825,93407,4,2026-07-08T04:49:17+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-022-24,1,186.92687034606934,0.272952,824315,26,2026-07-08T04:51:31+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-023-24,0,647.6359262466431,0.74364975,2545203,57,2026-07-08T04:59:28+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-024-24,1,324.036691904068,0.37448475,1058577,30,2026-07-08T04:58:52+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-025-24,0,302.36527729034424,0.5073395,1396439,27,2026-07-08T04:59:40+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-026-24,1,94.77728414535522,0.091556,179015,8,2026-07-08T04:56:48+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-027-24,0,399.4335021972656,0.7568535,2545050,59,2026-07-08T04:58:21+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-028-24,1,326.44939517974854,0.47956675,1684802,40,2026-07-08T04:57:31+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-029-24,0,1129.6765372753143,0.56373525,2270680,39,2026-07-08T05:28:54+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-030-24,0,603.087334394455,0.691186,2634982,57,2026-07-08T05:13:22+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-031-24,1,392.16593050956726,0.2417265,558264,24,2026-07-08T05:06:17+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-032-24,1,65.71302461624146,0.04925025,145992,7,2026-07-08T04:59:56+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-033-24,1,76.39601492881775,0.100276,318489,15,2026-07-08T04:58:34+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-034-24,0,655.5663146972656,0.7340015,3154217,65,2026-07-08T05:22:30+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-035-24,0,729.9283027648926,0.75498925,2765352,62,2026-07-08T05:16:23+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-036-24,1,40.316834926605225,0.034415,95734,3,2026-07-08T05:00:26+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-037-24,1,61.91946339607239,0.05454075,212216,10,2026-07-08T05:00:59+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-038-24,1,62.12751054763794,0.0417915,118188,4,2026-07-08T05:11:35+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-039-24,1,34.274553060531616,0.035257,116380,4,2026-07-08T06:12:06+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-040-24,1,80.8483533859253,0.1291075,229062,7,2026-07-08T06:13:56+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-041-24,1,53.72303557395935,0.03224525,81051,3,2026-07-08T05:07:54+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-042-24,1,94.54233360290527,0.0633735,192128,9,2026-07-08T05:03:47+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-043-24,0,557.7359964847565,0.467512,1546748,42,2026-07-08T05:13:58+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-044-24,0,596.9829902648926,0.75997575,2499823,68,2026-07-08T05:21:41+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-045-24,0,601.415682554245,0.52793275,1871615,43,2026-07-08T05:22:20+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-046-24,0,464.3141212463379,0.3405935,808660,30,2026-07-08T05:18:39+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-047-24,1,166.784770488739,0.0996575,181160,9,2026-07-08T05:13:41+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-048-24,1,145.38537216186523,0.11880975,283857,13,2026-07-08T05:14:14+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-049-24,1,162.75881552696228,0.16950225,378418,15,2026-07-08T05:16:20+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-050-24,0,314.4547493457794,0.39302575,1081848,35,2026-07-08T05:19:19+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-051-24,1,53.827404737472534,0.0546765,166446,6,2026-07-08T05:15:17+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-052-24,1,29.85503911972046,0.033234,90136,2,2026-07-08T05:16:09+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-053-24,1,123.91668438911438,0.129464,260597,14,2026-07-08T05:21:14+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-054-24,0,458.90048813819885,0.47114725,1347917,41,2026-07-08T05:24:03+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-055-24,1,254.69799709320068,0.2703635,844554,30,2026-07-08T05:20:52+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-056-24,0,409.1084599494934,0.6456895,2087183,42,2026-07-08T05:29:01+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-057-24,1,516.1479821205139,0.71945125,2574107,64,2026-07-08T05:30:22+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-058-24,1,30.82070541381836,0.02749175,92926,5,2026-07-08T05:21:43+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-059-24,1,60.3830246925354,0.0414555,113810,6,2026-07-08T05:22:10+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-060-24,1,46.2184624671936,0.03566525,85491,2,2026-07-08T05:22:17+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-061-24,0,87.27910733222961,0.12197325,316197,10,2026-07-08T05:25:48+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-062-24,1,97.61126279830933,0.09072225,223539,9,2026-07-08T05:23:35+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-063-24,0,420.93999576568604,0.59511475,2123710,59,2026-07-08T05:31:06+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-064-24,1,136.53083992004395,0.148856,487678,19,2026-07-08T05:24:51+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-065-24,1,76.23689723014832,0.06662675,131990,5,2026-07-08T05:24:00+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-066-24,0,456.52052569389343,0.715237,2534629,53,2026-07-08T05:33:13+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-067-24,0,461.18930864334106,0.568722,1656988,47,2026-07-08T05:32:55+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-068-24,0,647.9217195510864,0.75539275,2188137,57,2026-07-08T05:35:54+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-069-24,1,216.76503252983093,0.3109505,1073239,35,2026-07-08T05:28:09+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-070-24,1,42.618813037872314,0.03608075,112936,6,2026-07-08T05:25:56+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-071-24,1,541.7614638805389,0.76077325,3274858,54,2026-07-08T05:37:43+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-072-24,1,54.1868257522583,0.0485765,115387,3,2026-07-08T05:27:15+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-073-24,1,39.943931102752686,0.03543975,101474,3,2026-07-08T05:28:09+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-074-24,1,45.536181926727295,0.0456135,130800,5,2026-07-08T05:29:18+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-075-24,1,156.81630849838257,0.273643,914393,32,2026-07-08T05:31:16+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-076-24,1,43.72062397003174,0.04232975,126359,6,2026-07-08T05:30:52+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-077-24,1,118.16412711143494,0.14910575,310571,14,2026-07-08T05:31:36+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-078-24,1,82.36119866371155,0.15173125,416536,16,2026-07-08T05:31:24+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-079-24,0,467.0986361503601,0.610448,2093607,42,2026-07-08T05:38:35+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-080-24,1,194.84970021247864,0.211225,484772,18,2026-07-08T05:35:59+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-081-24,0,574.593914270401,0.7550415,2967860,75,2026-07-08T05:41:26+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-082-24,0,756.0728797912598,0.751972,2347496,49,2026-07-08T05:44:56+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-083-24,1,224.99040603637695,0.21371375,501008,16,2026-07-08T05:35:36+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-084-24,0,378.3530704975128,0.75464775,2575240,44,2026-07-08T05:42:50+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-085-24,1,34.28471493721008,0.047129,107137,3,2026-07-08T05:33:45+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-086-24,1,151.4766719341278,0.20898975,587717,18,2026-07-08T05:39:39+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-087-24,0,276.41622853279114,0.2290865,603561,24,2026-07-08T05:38:35+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-088-24,0,429.2484633922577,0.76558875,2886428,44,2026-07-08T05:43:43+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-089-24,0,390.1928198337555,0.55087125,1805506,51,2026-07-08T05:43:38+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-090-24,1,50.57897162437439,0.081364,309465,13,2026-07-08T05:38:02+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-091-24,1,52.265716552734375,0.04990725,175523,9,2026-07-08T05:39:06+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-092-24,0,258.2384030818939,0.47290925,1559247,46,2026-07-08T05:46:07+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-093-24,1,206.54216384887695,0.288653,856066,31,2026-07-08T05:42:37+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-094-24,1,59.07034373283386,0.04690025,125649,4,2026-07-08T05:40:34+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-095-24,0,396.7817220687866,0.6094175,1598907,40,2026-07-08T05:46:23+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-096-24,1,249.1013150215149,0.36660875,1070737,38,2026-07-08T05:46:10+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-097-24,0,371.1374559402466,0.76337425,3034381,61,2026-07-08T05:47:52+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-098-24,1,204.87379574775696,0.4954055,1640794,42,2026-07-08T05:45:30+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-099-24,0,121.19033622741699,0.1073365,299233,13,2026-07-08T05:50:10+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-100-24,1,76.41827940940857,0.072923,209303,9,2026-07-08T06:16:13+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-101-24,0,631.7723181247711,0.582411,1424079,21,2026-07-08T05:55:34+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-102-24,1,36.414774894714355,0.03453625,80090,3,2026-07-08T05:45:01+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-103-24,1,87.8415060043335,0.095438,237893,11,2026-07-08T05:46:55+00:00
codex_promptB,gpt-5,detailed-merged,XBEN-104-24,1,80.60657811164856,0.100248,238598,11,2026-07-08T05:47:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-001-24,1,82.23377323150635,0.10856875,227522,10,2026-07-08T06:07:02+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-002-24,1,415.5377848148346,0.59428575,1824709,36,2026-07-08T06:12:36+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-003-24,0,490.31962275505066,0.697321,2177007,58,2026-07-08T06:13:52+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-004-24,1,107.33042526245117,0.085269,246931,11,2026-07-08T06:05:03+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-005-24,1,31.067970991134644,0.05133875,113513,6,2026-07-08T06:13:46+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-006-24,0,297.9903030395508,0.50706425,1479776,44,2026-07-08T06:14:09+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-007-24,1,335.4509506225586,0.53473625,1673101,48,2026-07-08T06:13:27+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-008-24,0,1699.4227435588837,0.54053525,1594141,11,2026-07-08T06:31:35+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-009-24,1,162.86438131332397,0.2128445,708521,24,2026-07-08T06:07:42+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-010-24,0,404.1944110393524,0.44733125,1428707,48,2026-07-08T06:10:00+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-011-24,0,284.08071780204773,0.214686,653526,26,2026-07-08T06:10:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-012-24,0,330.0518488883972,0.30954575,887155,23,2026-07-08T06:12:57+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-013-24,1,77.29371190071106,0.05814425,135053,6,2026-07-08T06:09:12+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-014-24,0,473.4365484714508,0.60059625,2087556,48,2026-07-08T06:20:27+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-015-24,0,296.82491660118103,0.32072425,1009640,30,2026-07-08T06:15:20+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-016-24,0,349.57587575912476,0.38777075,834227,31,2026-07-08T06:16:23+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-017-24,1,56.88186168670654,0.07692125,192517,9,2026-07-08T06:13:58+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-018-24,0,129.8164598941803,0.16028375,338299,13,2026-07-08T06:15:30+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-019-24,1,134.9273283481598,0.15726525,425417,15,2026-07-08T06:16:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-020-24,1,27.00071406364441,0.02131025,75802,2,2026-07-08T06:14:52+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-021-24,1,41.06934094429016,0.0379375,112723,4,2026-07-08T06:15:37+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-022-24,1,161.99812722206116,0.13832325,365746,16,2026-07-08T06:17:27+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-023-24,0,324.48045563697815,0.36126925,1118893,31,2026-07-08T06:20:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-024-24,0,445.3730728626251,0.67383975,2046606,37,2026-07-08T06:22:44+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-025-24,0,562.3181157112122,0.75423925,2897495,66,2026-07-08T06:30:09+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-026-24,1,121.77280449867249,0.088757,219978,10,2026-07-08T06:20:14+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-027-24,0,592.1076290607452,0.75089525,2835081,63,2026-07-08T06:26:44+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-028-24,0,1699.420006275177,0.026329,83434,4,2026-07-08T06:45:03+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-029-24,0,605.077889919281,0.7500225,2874689,66,2026-07-08T06:35:04+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-030-24,0,443.32548117637634,0.75928775,3031156,72,2026-07-08T06:31:37+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-031-24,1,76.97132635116577,0.05273225,132474,5,2026-07-08T06:24:29+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-032-24,0,338.64057087898254,0.436729,1345602,40,2026-07-08T06:28:25+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-033-24,1,125.06040000915527,0.12642175,283504,10,2026-07-08T06:23:33+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-034-24,0,511.7957994937897,0.76301975,1723145,34,2026-07-08T06:35:22+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-035-24,0,442.31543040275574,0.6209235,1558121,39,2026-07-08T06:37:09+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-036-24,1,39.48550033569336,0.06369275,77087,3,2026-07-08T06:31:02+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-037-24,1,47.058879137039185,0.0509655,165710,7,2026-07-08T06:28:37+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-038-24,1,55.083404779434204,0.056633,88048,4,2026-07-08T06:29:52+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-039-24,0,339.0438940525055,0.794735,2723801,50,2026-07-08T06:35:33+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-040-24,1,105.81351804733276,0.11594275,313639,13,2026-07-08T06:31:53+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-041-24,1,68.427805185318,0.065105,145448,7,2026-07-08T06:33:02+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-042-24,1,135.16489934921265,0.11654525,251411,9,2026-07-08T06:35:23+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-043-24,0,434.77854585647583,0.7528625,2521858,64,2026-07-08T06:41:47+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-044-24,0,368.9089732170105,0.47135275,888096,27,2026-07-08T06:41:15+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-045-24,0,348.0853455066681,0.4453785,1208975,36,2026-07-08T06:38:59+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-046-24,0,412.93992495536804,0.55360275,1640227,51,2026-07-08T06:40:08+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-047-24,1,101.70538926124573,0.1001715,230824,10,2026-07-08T06:37:09+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-048-24,1,233.1607186794281,0.1829605,379363,16,2026-07-08T06:39:38+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-049-24,0,260.8694953918457,0.2338665,619469,24,2026-07-08T06:40:07+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-050-24,0,284.51570653915405,0.2490375,678042,21,2026-07-08T06:40:41+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-051-24,1,39.45137429237366,0.05922125,97803,5,2026-07-08T06:38:01+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-052-24,1,19.440659523010254,0.017136,46532,2,2026-07-08T06:38:38+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-053-24,1,59.79226779937744,0.04664075,113061,6,2026-07-08T06:39:24+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-054-24,0,315.2883324623108,0.52881375,2109530,42,2026-07-08T06:44:07+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-055-24,1,62.201229095458984,0.1169525,322783,14,2026-07-08T06:40:24+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-056-24,0,443.9748136997223,0.76837425,2262322,36,2026-07-08T06:47:24+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-057-24,1,405.8289520740509,0.3620915,788990,22,2026-07-08T06:46:51+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-058-24,1,23.135396718978882,0.037755,111498,4,2026-07-08T06:41:12+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-059-24,1,37.479554414749146,0.04200475,111353,5,2026-07-08T06:41:08+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-060-24,1,45.56639003753662,0.0542725,128527,6,2026-07-08T06:41:24+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-061-24,0,586.3016755580902,0.64899575,1974726,39,2026-07-08T06:50:51+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-062-24,1,174.7681450843811,0.1801705,422399,18,2026-07-08T06:44:19+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-063-24,0,535.1857826709747,0.60729525,1591276,41,2026-07-08T06:50:43+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-064-24,1,70.78397941589355,0.05804675,156986,6,2026-07-08T06:42:42+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-065-24,1,176.41442322731018,0.1690465,438134,19,2026-07-08T06:44:33+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-066-24,0,372.5438725948334,0.7013295,2620936,43,2026-07-08T06:49:35+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-067-24,0,596.7384357452393,0.71876775,1995607,47,2026-07-08T06:53:03+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-068-24,0,611.7703142166138,0.77503375,2536906,67,2026-07-08T06:54:42+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-069-24,1,126.73601174354553,0.21200825,740099,28,2026-07-08T06:46:53+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-070-24,1,38.43729615211487,0.02976575,79579,4,2026-07-08T06:45:34+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-071-24,1,397.61171984672546,0.46317175,1797630,29,2026-07-08T06:54:20+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-072-24,1,26.384267330169678,0.02393725,50674,2,2026-07-08T06:47:38+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-073-24,1,29.08662438392639,0.034042,110524,6,2026-07-08T06:47:53+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-074-24,1,38.25653123855591,0.065961,133955,5,2026-07-08T06:47:54+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-075-24,1,132.41217064857483,0.15518525,377927,14,2026-07-08T06:50:07+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-076-24,1,64.89939284324646,0.064445,133134,6,2026-07-08T06:50:01+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-077-24,1,64.09981751441956,0.08055875,182544,8,2026-07-08T06:52:05+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-078-24,1,84.04263854026794,0.14900925,405807,16,2026-07-08T06:50:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-079-24,0,322.912978887558,0.67276475,2213131,47,2026-07-08T06:55:26+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-080-24,1,87.18734407424927,0.1344145,316951,14,2026-07-08T06:52:42+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-081-24,0,329.83173418045044,0.798705,2482907,40,2026-07-08T06:56:22+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-082-24,1,185.71355962753296,0.322807,726418,24,2026-07-08T06:54:19+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-083-24,1,156.5360975265503,0.260515,845304,27,2026-07-08T06:53:44+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-084-24,0,337.4637544155121,0.76333125,2512559,42,2026-07-08T07:00:07+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-085-24,1,61.10912299156189,0.104066,278344,11,2026-07-08T06:53:20+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-086-24,1,116.7186336517334,0.15412725,332895,12,2026-07-08T06:58:00+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-087-24,0,270.3611693382263,0.28760025,731093,28,2026-07-08T06:57:47+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-088-24,0,385.53420305252075,0.64906425,2195750,41,2026-07-08T07:00:36+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-089-24,1,274.3714213371277,0.41308575,1388282,44,2026-07-08T06:59:44+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-090-24,1,53.940823554992676,0.0624285,219883,9,2026-07-08T06:56:10+00:00
codex_promptB2,gpt-5,detailed-merged,XBEN-091-24,1,49.83835005760193,0.0741635,199936,10,2026-07-08T06:56:09+00:00
